ZIP,ALand
49504,4506607
49506,1224529
49506,2264445
49507,1229753
49506,3062090
49508,5142003
49274,190456915
48838,33456041
49345,84951045
49341,7707420
48809,89349859
49341,13996306
49525,5609228
49544,25691381
49544,14785773
49534,23871666
49546,8399529
49913,20498112
49331,90409812
49546,29478545
49506,2118787
49546,3621146
49508,4532555
49548,2866257
49418,5295398
49519,6322320
49519,1282007
49509,3377967
49905,0
49548,4301981
49519,12808999
49315,63175437
49316,17405739
49316,48086645
49304,270532210
48416,230473426
48461,91709438
48446,26008303
48446,8296503
48413,20504382
48444,86896093
48428,91843494
48463,46847359
49664,134755195
49229,186054437
49220,89678982
49221,76421300
49221,4934146
49221,4773972
49221,82317905
48912,1307301
49256,236215072
49228,11324405
49236,55503939
48855,7694291
48836,97711890
48843,21344644
48843,27769381
48169,30602694
48114,7567465
48116,2179901
48910,3193206
48843,5889058
48143,30744846
48143,15511752
48178,11399714
49768,43688689
49781,251368378
48062,6846565
48065,61039025
48094,3626152
48048,24508622
48823,2440383
48047,5577037
48047,6753463
48042,16816159
48044,5204051
48044,2503541
48316,4150491
48307,5929511
48317,5947387
48044,5149524
48313,4461399
48823,164467
48314,7271152
48310,2518701
48313,2674148
48310,2533899
48312,2546330
48312,4462256
48310,2540814
48038,5338047
48038,5651326
49962,1083345217
48043,2247550
48864,10467931
48035,3398981
48035,5102394
48038,4534396
48043,2343733
48043,3008627
48045,6649796
48035,602389
48082,1200521
48082,1347493
48081,1345020
48842,3623420
48081,1202843
48080,1519679
48080,1402778
48236,1740259
48026,2801795
48066,2722241
48066,2240447
48066,869190
48066,1000160
48066,580102
49251,93712845
48021,1212348
48021,1950951
48021,1487360
48021,1100099
48093,1297783
48093,3236368
48092,2465070
48093,2823388
48088,1304091
48093,1440170
48910,3296087
48091,2225216
48089,1259799
48089,2271495
48091,2602330
48091,2643126
48089,1414354
48015,2228466
48047,6315815
48091,2064685
49614,106490483
48815,183396320
49660,98040177
49660,0
49855,1414249
49841,476130215
49866,6139954
49849,14870302
49841,75453494
49808,757566766
49431,4845345
49454,150342590
48750,29965377
49305,188148749
49307,20003660
49307,123426389
49340,335180708
49887,426370782
49858,4479353
48642,2788443
48640,21906426
48642,6522333
48657,166607408
49935,47815535
48640,154195578
48657,90140901
49651,682945472
49657,443791698
48117,57893575
48160,92609287
48161,56949265
48162,15004525
48162,4202078
48161,6579709
48858,7532833
48161,3844612
48161,28109478
49270,109965738
48182,31135128
48133,33477029
48182,10245298
48888,145332523
49329,203699757
48885,93552606
48884,174101733
49201,2913483
48838,29656159
49756,257046015
49442,2080611
49442,2225542
49441,2357269
49444,1481017
49445,4558644
49442,4366217
49441,2661143
49441,23608814
49203,15172934
49444,23390499
49451,156045557
49442,37292116
49457,70534669
49437,36121794
49437,0
49412,15515053
49349,159050015
49327,60258382
49017,182238830
48371,21025693
49201,66091972
48371,9717647
48442,44010256
48442,7157286
48348,14917942
48348,30394763
48329,2207396
48346,7459569
48360,4918836
48362,5322100
48383,21120307
49201,104202892
48383,7751641
48357,34948104
48357,15452774
48381,3466991
48382,5237471
48382,9838634
48390,2942925
48377,9147435
48375,5157844
48375,4914058
49007,2264226
48167,14222052
48165,14197996
48326,1641535
48326,2315418
48340,6026464
48340,4464547
48342,3372510
48328,772036
48342,6076801
48328,2129308
49008,2740309
48329,7812021
48329,6363986
48329,3397610
48327,2600111
48328,3065537
48328,3979990
48341,6489446
48304,5582442
48301,5678050
48304,12851786
49048,6105910
48009,2426113
48009,1396984
48324,3365612
48323,7448801
48322,2605087
48323,2491518
48322,2606829
48025,2561963
48076,3886549
48076,2602581
49048,9058406
48034,4104592
48076,2930727
48075,1948050
48075,3026097
48075,3666772
48336,2779750
48334,2619223
48334,4219386
48336,4285765
48336,4628562
49087,93088639
48335,2002720
48335,3592143
48072,1264590
48237,2198565
48237,1304867
48237,2105077
48220,2501988
48220,2332924
48030,1978784
48030,1846063
49097,90205145
48017,1281461
48071,3821606
48071,2610265
48071,2685268
48073,2166010
48072,1418706
48073,2702915
48073,1486683
48071,1234427
48067,803042
49505,5290406
48306,30880409
48307,1390115
48306,9119408
48306,2234082
48307,3367768
48307,4672807
48309,4655154
48085,5276934
48098,5793361
48083,5232558
49503,1761969
48083,2562138
48017,3120262
49446,180737204
49421,345178805
49449,0
48661,214462403
48770,115415831
49953,0
49655,274571772
48708,3379229
49631,299802438
49503,1620869
48647,440256373
49735,254216813
49735,37407683
49404,12458809
49456,9964326
49417,7126339
49417,13148226
49534,83426787
49428,7299737
49426,5636311
49506,1224529
49424,87784790
49424,21268553
49424,7302872
49464,8968068
49424,31533705
49401,34025626
49424,10030616
49423,5125176
49765,408633093
49765,293513839
49507,2008654
48656,14027759
48629,82808586
48629,10216225
48607,1671284
48601,2896479
48602,4813114
48602,1633669
48602,1909527
48602,2667414
48638,48104116
49345,84951045
48603,2556130
48603,5204921
48638,3955699
48601,10953646
48734,91391160
48722,38383221
48603,40137070
48637,157447519
48616,84783498
48415,91959977
49341,13996306
48060,1790065
48060,1041660
48060,2279521
48059,13260713
48074,26188461
48060,14545956
48040,4036233
48054,88139689
48054,17050939
48001,36468927
49544,14785773
48023,42664312
48062,95197684
48006,169566372
48041,100285936
49093,13423611
49091,5825010
49072,175392628
49032,140725154
49099,107977429
48427,185639818
49331,90409812
48419,280097704
48422,170298242
48453,235600878
48419,0
48460,285723262
48867,2666531
48867,2333175
48848,161045932
48872,88210385
48429,31423612
49546,3621146
48767,277261794
48741,241278557
48768,128608157
48744,133256625
48746,126006722
49013,178845844
49090,5171755
49055,177487983
49057,42135366
49065,176691579
49418,5295398
49079,90733425
49084,0
48104,1025724
48103,1751384
48105,2007954
48105,3372270
48103,1474496
48103,1630980
48103,1407004
48104,3186301
49509,3377967
48104,7274080
48105,39339098
48197,1664374
48197,1816344
48197,884067
48198,3661281
48198,1608453
48198,2815199
48108,1475590
48706,53040614
48176,10609979
49548,2527370
48197,62827313
48197,2575613
48176,138322430
48130,78585443
48103,25695960
48130,90754773
48189,69381458
48205,1284678
48205,813327
48224,1219622
49304,270532210
48224,1235513
48224,1235359
48236,1602779
48224,742662
48205,1271340
48205,1615235
48205,738735
48213,969533
48205,2249049
48205,1065967
48446,60620374
48234,922607
48234,955943
48091,1748868
48234,1079667
48203,1239599
48203,1060854
48212,1579814
48212,5056050
48211,1951619
48213,1194194
48444,6134067
48215,1383722
48214,978906
48214,1609640
48214,563936
48214,864898
48213,1349363
48207,1199188
48201,839441
48207,741602
48201,767427
49664,134755195
48208,1692460
48202,959024
48209,700694
48209,1822596
48209,1588718
48217,2034774
48209,3958988
48210,1363781
48210,702688
48204,637165
49221,86198173
48221,1426263
48204,1167896
48206,1079280
48238,559379
48202,699726
48206,743564
48204,1234731
48204,836297
48238,1693375
48126,808527
49247,97323853
48227,970810
48228,985063
48204,650215
48227,1284524
48238,1260551
48235,974592
48227,1212406
48227,939987
48220,1485846
48221,1288343
48353,32562987
48221,1277524
48221,1286031
48235,1814241
48235,1166815
48235,1239900
48235,1288765
48219,1389938
48219,1285936
48219,1431843
48240,1283780
48836,97711890
48219,1279694
48227,1300784
48227,1057002
48223,875543
48219,1285879
48223,1324930
48223,1844075
48227,1150197
48228,1318314
56514,5336742
55614,2068424
56214,2439631
55309,17885087
55917,3647724
56672,953855
55443,67553696
55336,1008756
55921,7313126
55318,10699300
55318,44045024
56440,2602520
56225,2479334
55322,4546511
56208,988860
56172,1425526
56232,3696547
56214,1970088
56757,2151258
55123,80782831
55329,3135956
55932,2539270
55731,7525211
55734,16300258
56626,5857953
55736,3847855
55333,2786379
56332,2089778
55335,2278466
56725,486951
55115,65043034
56634,637316
56244,2490818
55033,26595173
56136,2421264
56364,1605952
56208,3597895
56164,982876
56142,2301259
56732,3897021
55946,5976617
55947,7547173
56461,11605311
56152,1986357
56057,3769826
55952,2990981
56653,3082557
56263,1023589
56062,3930439
56001,49080715
55764,11147757
55441,459135
56566,4795179
54629,1342689
56069,6742635
56466,3614202
57259,411481
55354,2579984
56567,3483067
56003,15570948
57216,1949871
55356,41240412
55301,76377409
56201,2644651
55963,14889039
56220,5850198
56475,5170224
56362,1329926
56441,2139689
56763,2658753
56373,5101227
55735,7629583
56301,103692467
56368,2229586
55072,13652589
56073,1133798
55614,19757703
55353,1628346
56661,2104580
55082,20817924
55722,72414998
55331,2379874
56566,6923850
56544,3779662
55792,48821641
56180,2823063
55388,6545869
56183,2015791
55110,20750388
56535,1168296
55345,1491629
55992,7152232
56110,2859507
56308,44330224
55124,43884096
55912,32485490
55126,5445979
55112,1809865
55117,2630154
56601,687088942
55109,5243851
55101,1607108
56263,654480930
55052,244417363
55021,3570122
55804,27987039
55805,492451
55807,2035311
55811,84478985
55746,1638006
56377,52597503
55734,169820489
55731,760683158
55378,4730786
55372,6998957
55319,252760307
55334,340165851
56303,2003157
56352,111940375
56301,1158325
56267,83687954
56001,96306083
56347,318033210
55964,343207394
55025,10010885
55115,4183000
55082,7154125
55125,5186244
55125,10135421
55011,59387413
56081,373064349
55987,14354624
55302,71083430
56001,5144443
55349,174640278
56469,1196107452
56431,293148293
55011,24722469
55011,59387413
55434,18091576
55304,7883302
55304,4890689
55303,16303157
55304,16943963
56085,47173501
55303,2611339
55303,6078485
55433,3282588
55433,3849702
55433,4217492
55433,5503146
55433,4580074
55434,2581981
55434,2672782
55110,16946261
55388,86981836
55434,2602504
55014,4627218
55432,5832805
55432,2540059
55421,2221749
55421,1112944
56575,674896894
56501,14436603
56554,418348757
56601,440285975
55317,3039935
56601,687088942
56601,25591106
56329,363167777
56377,18893214
56379,6202435
57216,27214793
56001,8248569
56001,1433078
56055,115384582
56080,296350492
56626,828466065
56073,3259935
56085,506971689
56085,749039294
55720,9986000
55797,564942788
55718,211114626
55387,51064163
55331,5519352
55386,14178751
55318,17291689
56222,357981845
56501,394663419
56672,775134855
56474,869882814
56222,357981845
55069,181510299
55056,44033571
55045,13248866
56560,5409631
56560,1926292
56560,4363964
55045,31788735
56560,499361034
56514,648547168
56634,1254585449
56159,384117087
56159,189937120
56468,48729335
56441,356192878
56401,15255279
56425,34500853
56442,233648137
56560,6281031
55118,3991091
55075,2678333
55075,1106905
55076,3406288
55077,6492821
55118,7142423
55337,3774425
55122,3782079
55121,4689647
55123,8795905
55604,148498794
55124,5303073
55378,8157548
55122,2054225
55122,1907965
55124,4238426
55044,6608055
55024,11700888
55124,2865385
55124,5193525
55024,13825448
56468,138052809
55068,1454348
55033,2176658
55057,168761449
55985,296737611
56361,417327483
56308,26880711
56332,126892481
55304,12953154
56013,437062936
56097,84243605
55975,181405927
56359,334272865
55949,433474203
56009,392138515
56007,14472506
56007,2915684
55066,8625137
55066,276373344
55009,28988681
55992,195443510
55430,2010639
55418,3790542
55075,1648590
55413,851406
55411,616347
55403,480128
55408,628213
55407,936189
55410,1014233
55417,1737541
55417,2326538
55419,2536347
55419,2378753
55118,7142423
55418,1868497
55429,2256539
55429,3785642
55429,3904462
55428,1972140
55422,1099727
55422,1624870
55428,3892686
55427,2688323
55422,5861802
55120,12112807
55426,1679735
55426,1412622
55416,1739283
55416,842986
55343,3785206
55423,3746542
55410,2642131
55424,3210638
55439,3627463
55435,1793796
55122,3443727
55423,1897046
55423,2007358
55423,1000336
55425,3164518
55420,2633104
55431,3653362
55437,5462961
55431,2756511
55438,7988462
55438,8002656
55337,3884503
55346,3260939
55346,5279122
55379,18229091
55347,8530760
55345,4889004
55345,4604701
55345,5316312
55427,3132564
55442,2824144
55441,6660384
55044,7847611
55447,4879044
55447,3578496
55369,2444348
55369,10376333
55369,3046183
55311,14636753
55428,8363535
56431,86586091
55443,2732217
55444,3642008
55443,4145589
55124,4216460
55443,11613821
55303,4356730
55316,3874801
55359,86731423
55356,38144598
55391,7990125
55331,5021752
55364,2658653
55364,69619726
55418,3029024
55024,13825448
55412,1805012
55411,467205
55411,834979
55413,949074
55411,972178
55414,5688983
55454,1401378
55405,3067852
55411,1498195
55404,682644
55033,2176658
55405,607793
55404,479102
55405,678381
55406,1304849
55410,2389216
55408,867191
55410,1450479
55038,5507622
55407,859695
55406,2717555
55419,1310230
55940,373273549
55410,1129921
55419,1439830
55426,1874361
55411,878047
55404,987945
55947,17971842
55921,652992493
56467,187240280
55008,330876266
55008,35305130
56332,126892481
55070,198016910
55723,1744571759
55744,513875238
55744,130278134
55764,374033720
56150,275771077
56358,387152220
56201,1543364
56273,71106298
56201,12781165
55965,476264888
56228,436774213
56728,1278235088
56653,1933383279
56232,522610035
55614,136696995
56057,376973817
56096,142040006
56082,177643245
56258,715036096
56258,18134150
56007,2771155
55336,190526885
55350,23890911
55336,331627581
56557,568304377
56757,1079515826
56031,458657865
56031,26849659
55355,376007913
55355,26067728
56353,258346853
55946,376368575
56342,114066311
56475,603313259
56364,540903789
56345,7452048
55912,2268125
55912,6325428
55970,315250260
56172,780507539
56073,523833705
56082,11811066
55418,646069
56187,751060114
56187,25196707
56187,11494467
55904,801219
55902,2693357
55901,3309999
55904,5089186
55904,5692164
55901,4431828
55901,1700409
55403,480128
55906,2629378
55901,2721940
55901,355406642
55976,31159684
55906,40111479
56544,192778541
56572,393660954
56537,29581865
56515,138176400
56515,415874379
55410,1014233
56701,10069265
55767,896506554
55037,420835333
56164,607151194
56721,13868567
56716,1249885056
56716,13456602
56542,815209453
56381,883192107
55108,1561879
55417,1966112
55117,2743577
55106,2090617
55106,1248160
55130,927827
55117,1396963
55106,1107760
55119,1424723
55104,990631
55421,1107813
55103,875625
55430,1526326
55104,1031286
55104,418529
55106,1504947
55106,1718680
55105,752385
55105,1284613
55102,1419561
55303,6078485
55116,1296628
55102,3011482
55107,2312691
55422,1856935
55119,2139147
55116,3563259
55116,3173067
55110,3252553
55110,2010551
55110,5930788
55113,6829605
55126,13994771
55112,3194028
55112,6223259
55422,3850413
55112,2672813
55113,4305018
55113,3208290
55413,1086723
55117,4013938
55109,6509116
55125,5028884
55109,3383859
55406,3311905
56266,540440668
55416,1737502
56293,768721066
55310,460181254
55332,545015581
55052,244417363
55057,3731680
55021,18288051
55021,10534363
56156,12903074
56751,196579577
55803,15985985
55436,6062489
55811,43164290
55804,3849680
55802,839554
55802,445469
54880,2425236
55807,3198173
55808,2847489
55811,84478985
55804,663537089
55751,1271296066
55435,1152219
55746,428516255
55746,16263464
55719,11595178
55792,3229087
55734,15829083
55734,30604532
55705,146187444
55710,766223271
55731,760683158
55802,1874046
55423,1044831
55378,11053696
55378,10702693
55379,30396904
55352,114457107
55372,9168822
55020,183740708
55398,104975106
55319,252760307
55309,65090946
55330,12325804
55420,2015206
55338,411248692
55334,340165851
56301,3857438
56387,22019724
56303,3087565
56303,13386512
56377,226293419
56352,272092804
56362,84847310
56374,43028734
55438,7988462
56369,194470789
56301,1158325
55060,7298793
55060,4377855
56267,1082438905
56271,556239330
56208,536056140
56440,410934003
56347,46788700
56240,763686681
55344,6534716
55041,7627720
55964,21935860
56482,101613261
56072,367477746
56093,9148318
55025,16405410
55073,90247334
55110,7220029
55115,63301121
55082,3964848
55345,4087514
55042,51674889
55128,7016538
55119,4280925
55055,9373083
55129,4639833
55125,4737380
55016,139463490
55434,2165694
55016,5096810
56081,373064349
56081,734609115
55427,3132564
55969,505379841
55987,4800716
55987,1804987
55943,514146232
55301,71255671
55362,27488236
55302,236125096
55313,181456065
55376,38574332
55328,117517897
55447,4019243
55321,178857284
56220,373160089
55369,2641059
55369,15112992
55316,5929666
55356,2083980
55412,1532754
55418,644009
55411,972178
55403,472242
55434,4143246
55405,607793
55406,1304849
55411,447625
55419,1439830
55404,987945
56470,537578423
55008,211897951
55744,47463377
56358,387152220
56201,12781165
55014,4627218
56653,6065065340
56057,376973817
56258,9201367
55336,331627581
56171,400338564
56353,258346853
56364,540903789
55912,2118912
56074,594708982
56187,16979493
55421,2221749
55901,3309999
55901,4431828
55901,2721940
56572,183483142
56551,502475080
55767,896506554
56164,9044135
56540,647738777
55117,2743577
55106,1038322
56501,127127103
55119,1892489
55101,1546780
55103,401693
55105,752385
55116,1290568
55119,2139147
55110,5726021
39153,13198631
39042,13156197
39040,373045
38773,2882548
39654,3867071
36539,11042489
39169,3647624
38664,75402379
38878,3514893
39367,32874503
38967,35005227
38748,568185
39423,8928296
39533,111336172
39114,1524354
39740,7316452
39324,10082080
39325,36904288
38621,1064467
39571,13548194
39063,5800933
38621,1012785
39745,2540789
38827,1503029
39746,8167750
38633,2480506
38753,3730131
39747,7217453
39451,4097186
39452,16552655
39772,2431408
38646,3324176
39759,6055013
39563,62562104
39746,9206754
39566,29846168
39208,66032040
39151,44484113
39401,2294987
39401,8630151
39401,1602810
39465,109065729
39465,16370320
38654,3448431
39401,5175728
39653,673658826
39452,455799547
39451,728715947
38902,9001074
39520,7496790
39576,28730844
39520,271165429
39556,500073702
39531,5692523
39401,8630151
39531,4472429
39507,7206073
39501,9048295
39501,2514570
39560,7240690
39501,47985419
39503,6975145
39507,16649760
39533,13150425
39532,372911208
39465,16370320
39503,70495206
39501,2304789
39211,5135763
39206,2666148
39206,4087213
39209,11268414
39203,2667457
39202,2670700
39209,3233732
39203,1953838
39452,275465404
39204,4827234
39212,2946286
39211,9293278
39206,6816659
39056,15014849
39056,386790884
39154,205671762
39209,12327272
39212,10592695
39212,49606569
39576,50809259
39202,1065577
39095,438432943
39079,306339473
39038,11235266
38855,274361764
38846,194290594
38843,259421214
39565,579321482
39532,10968976
39566,7127564
39566,24710445
39531,3722987
39553,21731890
39563,77888961
39563,5787093
39581,4767959
39581,3591965
39567,86874285
39481,329019569
39069,1339757813
39421,241149699
39443,169254106
39501,4157095
39440,14709284
39440,29654322
39443,164000201
39437,18147406
39358,1097673900
38655,9270755
38655,90819041
38655,463023808
39402,49681653
39402,20395462
39571,118610908
39455,152541250
39305,5705104
39307,10875370
39305,13667915
39305,303906539
39305,174983845
39031,185734499
39654,416065597
39654,409628382
39051,319893002
39532,32369856
38849,130461505
38866,124508999
38826,77835856
38801,5914410
38801,7168363
38858,181236324
38941,473544283
38930,12443986
38930,6075890
39601,366798351
39507,5014189
39601,15065759
39740,173486382
39705,66025047
39702,63020648
39701,6412091
39701,347617128
39157,7965499
39157,3921311
39110,5634697
39110,29126677
39213,7219078
39046,9853794
39046,476503822
39483,276229455
39429,394282921
38611,176406113
38635,30151677
38821,345353562
38821,14634153
39730,13892592
39747,438189594
39203,1407080
39350,298788870
39350,9736575
39350,105020632
39057,348190038
39345,21947110
39341,7540457
39759,13366754
39759,22849967
38666,603255074
38658,392792550
39204,3617106
39470,712867845
39426,349886229
39426,141532082
39476,366754995
39666,231749174
39648,8725039
39648,66348483
38826,129617863
38863,35498897
38829,338151366
39213,8162288
38829,24763478
38646,442999901
39161,323987481
39042,23324604
39232,5316044
39208,4897864
39193,13992067
39208,6088818
39151,536957922
39073,194829713
39209,26496182
39074,378849402
39074,26294960
39159,5049288
39149,511639495
39140,603751513
39090,14881562
39116,464725092
39168,374064724
38737,473509504
38778,339483015
38753,194697613
39212,49606569
38921,4898133
38618,273954257
38668,16016589
38663,8618209
38852,311436800
38873,433105730
38676,91817324
38652,44163909
38650,208611569
39667,533510925
39079,306339473
39183,15748418
39180,3096248
39180,4916742
39180,166002954
38701,10379689
38701,6368938
38701,3400760
38703,9314373
38756,10925348
39367,597967871
39555,277740268
39367,626926067
39744,676650272
39669,989977054
39339,37718271
38922,531935886
38922,628423469
39194,8411666
39194,621140941
39553,79811783
39581,5090948
39422,58240317
39443,209387461
39459,306308480
38655,265186724
39475,530891927
38732,3726761
39305,6141557
39307,4788971
38849,122289171
38804,30690024
38941,473544283
39601,15065759
39702,7672741
39110,3630982
39046,376682242
39429,20358882
38851,85715537
38821,450405641
38967,70610804
39057,348190038
39759,4331434
39470,712867845
39120,20287756
39462,368453444
38826,129617863
38824,22243745
39047,59847231
39208,3430299
39355,437813082
39232,11670115
39114,55891148
38737,473509504
38966,643656494
38852,311436800
38652,20353449
39180,9476376
38701,10379689
38703,9314373
39324,844241767
38614,9742799
39339,384273500
39120,562154382
39120,3802126
39120,6424774
39120,8748592
38834,28817038
38834,90371399
39645,576190385
39645,860369545
39090,362542477
39428,321715377
38603,703676718
38769,277854429
38725,902630820
38732,9728920
38916,544395481
38947,616141629
38860,167131176
38851,699572223
39735,11142113
39355,909365982
38637,9159897
39355,437813082
39741,431705015
39773,257299550
38614,459854087
38614,1948314
39059,22561532
39083,19880810
39601,506718544
39479,435841989
38637,39832567
38671,4291292
38637,2216355
38671,1902956
38672,23418940
38654,13437695
38632,112752570
64456,1470351
64831,5887397
65582,1042700
65010,13572655
65049,1216845
65619,6488531
64012,36895049
63469,357316
63624,2589521
63825,3505403
64623,1433987
64625,1423160
64674,1354603
63629,1716871
65323,2548546
63867,521889
64755,37379743
63633,826078
63077,363658
65025,1494549
64802,104163
65201,168320842
64001,921741
64739,893343
65635,2569505
63005,2633826
65236,624599
63555,1707152
64443,1534265
63011,11370180
63344,3156428
64024,26961760
66043,3195120
64077,1397934
63348,14890900
65582,2161081
64640,7117955
64642,2178186
63121,85637
64455,674272
65079,1922390
63561,2116032
65612,545048
65667,1687980
64085,1511644
63133,892186
64024,410844
65674,3043901
64098,311897
63601,1379430
64755,2869978
63445,4049783
65737,9075702
65653,22782575
63435,4030567
64015,949999
63561,3849797
63601,2352642
63469,833813
65338,2458685
64802,9211181
65203,581214
65339,654433
65340,26421573
64659,1397535
65344,1446987
63801,11803623
63456,7823218
63771,2076283
65339,268784
64772,23271121
63869,11637950
63862,446647
63122,1574488
63034,38666158
65065,25266435
63670,15878043
63874,1652656
63351,235246
65723,3340125
64477,9325928
65761,6498800
64673,4115063
64434,698117
63401,5064169
64085,15714799
63855,945437
63037,2255080
63074,8253917
64507,113976888
63126,6198881
63876,4982741
64802,295670
64089,40155060
65754,2187659
64752,285461
64050,27282214
65351,4307042
65761,3547659
64444,1289019
64494,678205
63382,5810919
65079,11696510
64093,23003502
65583,16627226
63133,2385899
63080,943154
65781,15379871
65588,9860903
62992,3035015
63137,6748766
63031,2359694
63031,2410653
63135,4547161
63932,469463544
63121,3820495
63134,4206248
63114,2392337
63146,3822141
63017,7546512
63130,1657226
63143,1154759
63017,4178828
63021,3050929
63122,3527941
65251,215562662
63119,3937755
63129,8511872
63125,4220219
63128,10424471
63069,41305809
63126,3445999
65340,667881184
63801,8931155
63735,349015468
65611,222985101
65324,269862664
65616,171131111
65689,618582193
63390,93167344
63967,536275345
65711,826128921
63109,1487343
63139,1129711
63115,1106529
63147,816932
63103,1047465
63701,189315057
63109,1586580
63116,765176
63103,1448157
63104,1113277
63107,2246811
63501,656445373
63382,32573197
63501,19673132
63501,1247701
64485,101041517
64491,750262378
63703,2076824
63352,1048451597
65265,22281271
65747,717624169
65708,38910397
65647,203174733
64759,565978727
64759,48084896
64730,29719667
65338,174285318
65326,521787126
64012,19534358
63787,659887339
65203,4814970
65201,7473123
65203,10455478
65203,5359913
65202,15772444
65202,136194733
65202,83390769
65240,79111970
64506,12881356
64078,135252737
64505,2760556
64501,2177631
64505,1514154
64503,10578543
64504,5742604
64448,278678068
64507,9457038
63945,203693161
63901,5962771
63901,7394990
65236,603495236
64644,540891467
65231,573048105
65251,31220207
65063,471422530
65043,85928613
65020,49579138
65020,554063718
65079,55854505
63744,441152844
63755,33783077
65721,57806604
63701,1590369
63701,11729726
63703,23566701
64633,976059058
63937,599533635
64012,8813145
64083,15252945
64080,19966745
64701,8464186
64734,343587321
64116,6679458
64701,7230390
64744,77037178
65281,447684427
65714,53506015
65721,22773961
65721,41518948
63453,786465205
64116,4330268
64118,2776936
64117,5961598
64118,3297447
64068,8816429
64119,4210436
64118,4627324
64119,4824053
64156,13980824
64118,5254113
64155,8545517
64068,2870160
64024,24766922
64060,159899135
64118,5254113
64062,99669156
64119,44201889
64429,21381667
64477,369921631
65101,31900755
65109,4126589
65109,9343567
65109,17193031
65109,53884956
65068,571970992
64072,181211619
65276,828621633
65565,785290935
65565,518376052
65682,741700118
65622,157145646
64647,871204400
64469,541711483
65560,806286760
65717,1122387314
63863,11841936
64119,44201889
63933,297997308
63857,25004208
63829,162663826
63090,10009809
63068,266320230
63080,513880542
65772,338109026
63084,80195446
63072,222781568
63077,288672869
65041,29589312
65109,4126589
65014,459462840
65806,997355
65806,1218281
65802,3396612
65804,3186077
65807,2835447
65802,3015793
65804,2648163
65804,3342392
65802,3663087
65109,165734183
65802,38089132
65804,7818230
65807,8337992
65803,14016650
65742,155280826
65738,23784676
65781,128992566
65804,3950007
64683,20552965
64481,977057935
65453,148580355
65360,18152803
64735,18214345
65668,598356275
64470,206733648
65248,185829190
65548,120685829
65775,174539364
65775,18421844
63650,59883483
64123,1314365
64469,541711483
64124,1403883
64127,991531
64126,3664945
64127,664559
64111,725907
64128,637723
64130,1108546
64111,487808
64111,703387
64110,1228759
63863,34648931
64131,2532139
64110,1239886
64113,2568450
64132,2537650
64113,1948745
64114,2583145
64114,2413553
64114,2029260
64137,5695447
64133,3595137
63090,10009809
64054,7828336
64056,14678264
64050,4414687
64052,2991815
64052,3279346
64055,5843160
64133,2442350
64138,4856207
64134,2118324
64137,4439694
63072,222781568
64134,2078856
64030,3071955
64145,27036518
64030,5269677
64081,7043289
64086,3574039
64063,6565103
64075,16025572
64014,10943525
64015,5985659
65014,459462840
64133,31388901
64055,3650784
64057,11322318
64014,6282880
64105,3311519
64053,4858496
64109,1281691
64127,1299796
64109,1281773
64138,10809605
65802,3396612
64133,9929919
64111,1216833
64149,18533423
64081,14102976
64802,9440463
64802,4750694
64802,2555963
64804,24421694
64802,62675825
64870,15881555
65802,2470728
64836,23506909
64836,14597457
64833,467185279
63052,30826742
63010,12020601
63010,4483019
64779,534162946
63052,24579853
63026,6272954
63049,33266829
63050,82847649
65807,3528094
63012,20902167
63019,14483491
63028,12298594
63050,107850166
63020,22836817
63020,112925083
64061,236972747
64093,7191791
64093,6146349
65305,17695688
65804,7818230
65536,706807016
65536,202169652
65536,15686182
64067,240448236
64037,369570716
64076,60668018
65712,233873618
65723,110805714
65605,12162143
63452,505026462
65802,20538152
63349,169682703
63379,62519025
63389,258092638
64628,247314451
64601,870453717
64856,654125296
64854,251671763
63558,915911476
63552,85586774
63645,38476554
65803,210182293
65582,610514445
63461,15089795
63401,3703441
63401,6835687
65486,683932759
65026,18515164
63834,29970335
65046,485983623
65081,134735541
65258,607667359
64424,876103572
65041,534847522
65078,360466419
65079,359476630
63869,38730262
63873,15516319
64850,14643078
64840,433134524
64802,113260570
64850,213440416
64476,563037192
65779,324202177
64468,12536417
65606,1046868833
65051,329469862
65761,887440394
63873,574157761
63830,20093671
63501,19673132
63775,397710353
63732,443379225
65332,394371730
65301,8675735
65775,568776845
65301,1958357
65301,7309187
65559,34772001
65550,212100919
65401,7125352
63353,9552576
63334,27259620
64150,5866739
64154,10956565
64152,6295368
64123,1333071
64152,19996627
64079,184463689
64018,363742979
65649,345468864
65725,363956362
65459,205852120
65584,34625435
65583,132730522
63565,1220601473
63459,322915288
64127,1751784
65259,264183971
65270,10048757
64035,733683244
64077,313353593
63935,501607611
63953,247124538
63301,2571072
63301,1857756
63301,4399427
63301,2297107
64109,640113
63304,4727888
63303,2582486
63368,6817736
63303,2957401
63376,2817598
63376,2134692
65201,896933
63366,8769029
63368,5336541
63366,15942065
63366,3011178
64109,485391
63366,38330978
63332,259697221
63304,75392758
63627,474995860
63670,286482837
63628,126734449
63624,128605112
64630,11902570
63601,30269654
63138,39086013
64130,1645149
63137,3012039
63136,2376981
63138,4944590
63031,11157513
63033,18225474
63033,3314325
63033,4353307
63033,4042612
63031,3146702
63042,5483311
64131,2566918
63134,6668807
63135,4547161
63136,2193955
63136,1995898
63121,2989952
63121,3820495
63135,4949553
63042,16424546
63134,4623900
63134,4206248
64131,1377567
