ZIP,ALand
34117,114431142
34109,5325952
34116,5518884
34224,5826125
34104,16770248
34112,2552537
34112,2959318
34113,64676968
34145,4044929
34114,2157838
34142,1320950126
34142,7142568
32096,132130748
32025,3531189
34442,4924764
32024,95488195
32025,133450448
34266,408411898
34266,13062029
34269,16507547
32628,628033951
32208,5320295
32207,4350127
32209,1174471
32209,4817702
34442,55153459
32209,1930545
32205,2841117
32205,1691046
32254,4552204
32209,2255624
32218,26314505
32218,131483019
32218,6798762
32219,7271721
32208,3947745
34461,23724616
32209,2375043
32254,11218681
32221,7119251
32205,2680546
32210,2869939
32210,4552421
32210,2644345
32244,4496805
32244,8962032
32244,7087735
32065,31743139
32244,6602389
32233,2153830
32250,3756799
32250,4143318
32246,9435212
32224,3243684
32225,3377088
32246,13864394
32250,3953513
32258,11943442
32073,5412767
32225,5674011
32211,3008958
32211,4141144
32211,1298949
32211,2393499
32216,5309660
32216,5719481
32216,4846577
32207,4444994
32217,10771559
32656,12281191
32257,6848917
32257,2432349
32073,12494058
32223,2409942
32234,282365968
32505,4493073
32503,5474265
32503,2101087
32504,5300566
32503,3695742
34103,1012379
32503,1618194
32507,4843652
32507,5903165
32506,26154043
32507,2830226
32511,3928544
32505,3934495
32526,12677144
32526,6004735
32514,2882826
32404,3428366
34108,1387094
32514,8797846
32534,5053686
32533,65540957
32568,403883259
32137,37207000
32137,5001217
32112,688703723
32137,5059427
32164,7109390
32358,417277403
34103,2626382
32320,79496749
32352,185139800
32351,91987362
32351,338843134
32680,103295256
33935,1097761556
32465,723599830
32456,570850321
32053,411124451
33873,43733641
34119,16372492
33873,410456496
33440,189864450
33935,44318130
33597,116162473
33765,88525052
34607,10856579
34613,28024624
34609,10307405
34609,11559644
34608,4683046
34113,3395865
34608,4797808
34606,3526088
34606,1565150
34606,33040343
33825,15596623
33825,4063159
33872,3518043
33870,2511260
33870,4302502
33875,31681037
34113,64676968
33852,407944206
33852,169949255
33617,3362557
33612,2957506
33612,2910803
33604,2103525
33610,2829274
33604,1362890
33604,1465641
33610,2617741
34114,55764845
33610,1296246
33603,1490348
33614,6812926
33602,1312385
33605,818242
33605,1546696
33605,2168992
33607,748979
33607,5944124
33607,2546601
32096,132130748
33602,1866212
33606,3477466
33609,1732952
33629,3704620
33609,3189965
33629,1231611
33611,2235781
33611,1102556
33611,2813278
33611,3000707
32038,221021669
33616,1290192
33616,5387724
33565,30294467
33647,7347053
33647,3320768
33592,5182349
33617,2484040
33610,2496526
33617,2602868
33617,2601194
32628,124351643
33613,668987
33613,1425240
33549,6783615
33613,5139480
33647,12874845
33618,8026907
33613,4127642
33618,2005027
33624,1997807
33624,3878739
32209,1174471
33624,3400475
33626,12087731
33558,6009803
33624,2008232
33558,4404921
33634,3139477
33635,5481959
33615,2399758
33634,2987658
33634,3617089
32444,8400168
32205,1509960
33615,2516922
33614,2416309
33614,2050906
33614,1560089
33610,9383392
33584,5428705
33584,6065931
33594,3965084
33510,1972875
33527,15274956
32209,1442148
33563,5095432
33563,3120202
33566,18579182
33594,2047416
33596,7961035
33511,1060863
33511,3159221
33511,3001902
33511,7477640
33596,4662054
32218,6798762
33619,2631633
33578,8971710
33534,13829142
33598,185371334
33579,15209015
33547,5401372
33573,2977807
33598,2696771
33570,11418694
33647,34850434
32209,2375043
32455,562042002
32425,188982199
32960,8978280
32960,2874381
32963,8477901
32960,4216573
32962,13355610
32962,22526139
32967,72585137
32958,6655520
32205,5101546
32948,881769870
32440,190826411
32446,43673106
32446,350801725
32448,370034025
32344,873129489
32767,333279909
32767,145747445
32726,3454091
34788,20191143
32210,1618483
34788,7224968
32159,6536370
34748,22373002
34748,5892086
32778,6314921
32776,132159031
32757,6336317
34748,72733825
34753,68244497
34711,7016036
32244,3447289
34711,20456848
33916,3301799
33905,3226579
33905,6690598
33901,1725478
33901,2651044
33907,20965152
33907,2733299
33907,1872925
33919,3104532
32233,2153830
33908,3025944
33919,2107223
33931,12544444
33908,5206205
33993,20717536
33991,41428458
33909,11717452
33903,6151321
33903,3644926
33991,8237719
32246,6126033
33914,6325657
33914,3154223
33904,3797647
33904,3085249
33904,2281114
33904,2527563
33917,6482168
33917,10355898
33903,5230996
33905,66997438
32225,5703050
33905,7128432
33971,4276698
33974,213576522
33913,4543679
33971,3571366
33936,25095519
33936,9388416
33971,9613858
33936,9855235
33936,2815542
32405,4223020
32256,8026013
33974,10488461
33974,13042271
33908,10677847
33967,1747706
33928,11501334
33928,154679508
34135,8130956
34135,5861676
33931,1517725
33922,23507127
32277,3266703
33921,18938640
33957,25197727
33913,24020105
32301,2165485
32308,2249789
32301,2666820
32310,3556171
32304,1812700
32312,7508229
32305,16577366
32207,3175160
32304,2607554
32303,1512148
32303,6320008
32303,6701586
32308,4756103
32312,10898015
32312,16848360
32309,262661810
32308,10746805
32317,37922793
32207,5234006
32696,105953769
32626,197077781
32696,49212204
32321,898957548
32331,684476092
34205,1422775
34208,2448421
34203,2984565
34207,2119340
34209,2620381
32257,2548900
34209,3016675
34205,2071817
34206,3427229
34203,9850863
34243,5572249
34243,3677588
34210,12065416
34209,2291035
34209,12560027
34221,3711362
32259,22349451
34221,24707063
34217,5471517
34221,6684600
34219,56470684
34202,8774978
34212,27748438
32696,372259238
32617,51831748
34488,213746950
32702,278474367
32501,2014296
34491,30680481
34420,76822265
34473,64510355
34420,8496718
34472,9523857
34478,25413973
34470,11114938
34471,2248747
34478,8269360
34471,10762082
32504,6686317
34471,41414725
34475,16709591
34481,40499217
34432,191051205
34957,7379584
34996,3100213
34990,3136469
34997,5842958
33455,66671136
34997,4637724
32505,2935649
33455,3773635
33455,29664774
34956,166942532
33180,1042329
33180,1231300
33180,268577
33160,207132
33180,290692
33180,534686
33162,2104779
32506,18228379
33181,1905144
33162,1706491
33161,1355492
33169,3031493
33161,1634784
33054,2567481
33147,2081952
33167,1404315
33168,2613463
33054,6869430
39897,2067602
31907,560530243
30014,40936441
30417,2493410
39842,9717030
31019,1987889
31021,41327287
31023,16611388
30137,22546472
30213,43834055
30542,18069221
30662,5644117
30507,2924073
30017,6426888
31632,6948708
30643,13184136
30295,2502862
30548,6677400
31042,6710563
30022,79805550
30741,20942487
30045,34691358
30147,14038374
31316,6026047
30253,32666080
30060,60358315
31779,4029592
30442,9270536
31022,4181074
30075,1195602
30467,2099288
30621,6357168
31068,5161851
31557,6827330
30442,5358989
31719,2108491
31632,10689884
31601,528272
31082,1984712
30450,3136056
30025,8474859
31539,7770841
30161,12898846
30078,27107056
30439,8006556
31513,2001892
30523,20929993
30286,10772693
30752,8328436
30669,4966110
30180,36444865
31088,93514656
31833,29232472
30680,35115581
30204,2235914
31701,142614721
30511,2863618
39813,10351875
30815,783379797
30107,15224321
30620,6454728
30805,7303906
30517,32666762
30319,29997184
31006,8413760
30032,18146078
30124,10494024
31023,4469668
30311,8449118
30318,4510093
30306,3487142
31210,25574389
30327,10524237
30342,2197579
30328,9419823
30349,39449846
30349,8397227
30344,7016839
30075,10641563
30004,30547279
30004,5722835
30097,5803246
31217,4402171
30536,152810370
31525,6667984
30701,53121225
39828,141499522
30518,21386571
30096,3427323
30071,7619160
30092,856056
30093,4406743
30047,6309260
31643,134399425
30045,4610037
30044,5752781
30096,3643007
30019,27870360
30078,5869143
30039,2707517
30531,67690872
39870,415036115
30506,18546917
30501,4055678
30518,23023826
30450,279162798
30176,241813438
30553,120788276
30294,12654046
30253,30064910
30228,51350931
31088,4522930
31047,32986139
30558,145939164
31064,607731948
31002,363016316
30458,177678299
30204,201791147
31022,196407648
31701,43864253
31333,10771134
31316,452314458
31602,4130433
31601,4683681
30533,208931823
31305,0
30662,106450593
30233,153394990
31716,224175642
30410,219993889
30705,76950706
31904,1740300
31906,1176577
31903,2234950
31904,12479484
31907,6277108
30055,136599892
30016,12838884
31558,60651582
30630,253201829
30132,56173863
30157,29911833
30143,126857006
30295,106909436
31036,258375255
30576,246560218
30904,1977698
30907,5039372
30906,6742997
30179,118693079
30815,8100502
30901,2959601
30012,8337720
30467,353209330
30223,32230414
30577,13841891
31709,2463076
30427,217706927
39842,238340213
31792,6912108
30170,130104800
31775,103429013
30546,159926637
30241,61970179
31044,483818299
30286,211653539
30707,85593690
30656,33715895
30655,64342229
31503,339164819
31545,64357238
30736,59739639
30571,64410311
30720,8607035
30720,72617175
31042,213808239
31513,156851958
31513,373040905
31510,166192655
31061,214891657
31061,6538172
31061,14436167
31401,265330
31061,197727448
30011,16334799
30680,15068523
30680,28272861
30620,44725469
30103,176266228
30121,24307709
30121,65532113
30137,77220344
30178,177427516
31405,1228319
31750,11613695
31639,150638329
31639,126107524
31204,2176792
31211,3756976
31211,8791720
31204,8520346
31204,3035784
31206,6820466
31206,2060500
31404,1752186
31210,11222802
31210,7870306
31210,17953831
31052,67473373
31201,3135512
31014,152309383
31553,499108898
30511,164683574
31643,134399425
31321,127933362
31324,231758905
31419,3569959
30458,105439526
30461,4515496
30415,84710285
30458,177678299
30830,227025771
30434,472676775
30233,98629811
39846,245434150
31569,221608783
31558,60651582
31408,5945818
30439,241174265
30179,44182191
30108,111491163
30116,32542299
30116,34766472
30116,51632667
30755,145114514
30739,52716488
30741,9506641
30742,29890482
31405,21549719
31415,3560879
31401,569537
31405,621753
31405,1228319
31415,1576614
31404,2948372
31404,1752186
31405,5434230
31406,1952816
31406,2660054
31410,18662514
31419,6132231
31404,8378499
31405,33509337
31401,3888144
31322,48751825
31419,40910435
31406,21674902
31410,31332062
31410,11735461
31415,676757
31905,6446838
31408,11562374
31905,7765679
30731,182435993
30747,48683361
30183,219709595
30115,80220861
30114,36386001
30115,23819743
30188,18769051
30188,9048394
30107,178231088
30189,4828891
30189,13897765
30605,1505992
30606,3474965
30605,1673631
30606,13996507
30606,9303218
30683,32240825
30605,3487401
30605,48163239
30115,44230921
30349,2736677
30297,5973413
30260,6521672
30273,18182033
30274,4058822
30296,4497852
30274,5903942
31513,71802013
30349,1574151
30274,5367533
30215,42868258
30189,4828891
30236,7074012
30236,6303372
31634,739355255
30101,27923705
30101,4067901
30152,7215277
30102,4488064
30144,8649800
30064,14449238
30127,12440199
30606,2483049
30066,8698480
30066,8642344
30067,11494481
30066,3663685
30066,4230116
30062,7648673
30068,7448556
30062,4656158
30080,4233102
30068,3664902
30606,17696843
30067,2000195
30062,6598851
30066,6108430
30060,4307269
30064,5093514
30008,6097507
30060,4166513
30680,5653200
30082,8872036
30080,4085342
30082,2739365
30605,14305545
30318,7251885
30080,3617772
30126,10440198
30126,11661966
30126,15495480
30106,6235347
30064,11573110
30127,12198893
31567,246008620
31533,42305388
30297,5686824
31535,84573094
31768,46828168
31768,205734440
31756,351293496
30809,5691472
30907,6919762
30809,9712208
30809,22274150
30814,57217265
31620,135649420
30260,7967333
31620,129950622
30263,38316126
30265,17741133
30265,19507186
30276,70900767
30277,31896245
30259,117983373
31010,85523283
31010,138702140
30752,123660947
30296,4755007
30534,56160973
39817,442400274
39819,38144171
30306,1503257
30317,1264899
30316,4352832
30341,4681849
30338,6298755
30319,3237727
30341,3602281
30238,2320290
30340,3619922
30329,2718358
30329,1081332
30324,3543324
30329,3843748
30033,7147293
30084,6330462
30084,8582675
30340,2544027
30083,3358846
30236,6303372
30087,11438240
30021,3675848
30084,1744118
30033,4129545
30306,2683656
30030,2856585
30002,3890255
30032,3752702
30002,2026174
30083,7241829
30101,14714101
30088,4160794
30035,6536921
30058,5150611
30058,8628646
30087,5290522
30034,6873898
30038,50588234
30294,22960026
30058,7596206
30032,2178776
30102,4488064
30032,2738625
30316,4344962
31023,158599533
31023,134994230
31092,429774715
31705,4852221
31707,6868049
31707,4147809
31701,1943211
31721,347123911
30064,7082070
31705,17209409
31701,2794769
30134,18994412
30134,5185975
30134,59613301
30135,6415322
30135,24191714
39823,297101862
36319,340965646
31312,139182508
30066,7958044
31326,94812676
30635,263500264
30635,301993397
30471,400350417
30401,333570433
30417,194756698
30513,97797303
30620,44725469
30560,396982543
30290,41046853
30269,16893507
30062,6045237
30269,13262375
30214,13292714
30205,70349916
30165,135709297
30161,14825093
30165,5724613
30161,4432763
30147,16644804
30506,21455954
30028,15051247
30066,4648565
30028,20543130
30040,9986257
30040,6498461
30040,8870221
30041,10311064
30041,18187264
30041,6371104
30024,8677201
30041,9531320
30553,92102939
30067,1997467
30662,95164074
30309,1556964
30313,1763402
30309,1316970
30308,916982
30314,1352247
30317,875791
30314,1618675
30312,393131
30315,1192735
30064,15960871
30311,2246955
30310,3280251
30316,3150599
30315,2477900
30310,3295624
30331,4526553
30331,12682812
30331,2898746
30311,5912417
30331,6925157
30008,5065804
30314,1778033
30318,7711695
30318,1151135
30305,1701638
30305,2417626
30305,4503267
30305,2379606
30327,10402093
30342,6266986
30328,5333853
30082,2739365
30328,1366296
30350,3225045
30328,6592684
30350,3594716
30342,3259387
30268,182129336
30349,16037531
30213,46974141
30337,6147413
30354,5588634
30126,5567195
30344,3729942
30344,5034416
30344,2929125
30022,7443950
30022,4670327
30075,10641563
30076,3882996
30022,10686414
30004,58676906
30004,4693033
30106,6235347
30004,8443387
30022,5178100
30097,16925960
30022,6044743
30312,2302197
30540,338559446
30536,152810370
31522,12986840
31525,68134623
31525,2733398
31567,246008620
31520,16506787
31520,21498115
30701,253257177
30701,20994870
30733,91716107
39897,217862260
39828,135173707
30642,33883897
30642,140264422
30518,24062075
31768,46828168
30096,5092873
30096,3427323
30024,13848823
30096,4440593
30096,12024175
30071,7862817
30092,2783785
30121,65532113
30071,3685982
30039,8446195
30093,4406743
30809,5691472
30047,5979168
30047,8482468
30047,8817498
30084,5741809
30047,5556109
30045,5563711
30024,8709037
30024,5371808
30044,5752781
30045,7615538
30809,22274150
30043,4373151
30044,9992026
30019,19810659
30019,27870360
30019,32703055
30078,6423763
30078,12240926
30078,11600949
30039,4944513
30039,29437320
31620,129950622
30535,59328219
30535,46323820
30531,67690872
30506,62576371
30534,31442633
30501,17334836
30507,27923714
30504,16054852
30507,37672571
30566,13862673
30277,19014614
30518,23023826
30519,14580877
30113,160642549
30176,111524253
31811,321960681
31807,223178161
30553,120788276
30643,137770646
30281,23156978
30281,8486870
30220,138905443
30281,12120825
30253,25350141
30253,8564553
30252,91975393
30228,78982150
31028,13395304
31093,5560414
31088,5105036
31005,59861831
31088,9663482
31015,158982197
31047,32986139
31069,71663296
31774,613116059
30517,46980334
30565,112202772
30549,69890582
31064,607731948
31567,373392622
30434,564647272
30442,521362212
39817,111244397
31096,210778986
31032,508305716
30204,201791147
31635,246568766
31022,238435839
31022,196407648
31027,324669553
31075,548117292
31701,43864253
31313,3255174
30317,1107284
31333,10771134
31324,243259153
30817,268273112
31605,59321784
31632,134098663
31602,6070289
31602,4910281
31601,19234047
31601,4560970
31601,318706778
30341,4832411
30533,103503825
30533,208931823
30824,116923786
31305,554724360
31030,202013999
31063,284890613
30629,174787112
31803,513729646
31830,229297769
30222,403615599
30340,4384929
31716,224175642
31730,247630090
31029,252154039
30410,219993889
30650,195086287
30705,122171559
30705,27620405
31750,11613695
30721,154344552
31904,1570772
31906,2981289
30329,966123
31906,1573788
31906,1720567
31903,1958832
31909,7158738
31909,5777233
31909,4998776
31907,3836918
31907,6277108
31903,6731519
31904,1487446
30345,3474059
30054,120039298
30014,10863802
30014,15314625
30016,17215854
30677,56755841
30630,253201829
30132,66660314
30132,56173863
30141,22679741
30134,23134399
30084,6495118
31088,49555094
31030,55678193
30143,112654505
31557,272862906
31516,186990297
30153,155216865
30125,210743610
30125,63607686
30153,69852089
31024,153714315
30087,11438240
31024,127577442
30568,209244316
30576,246560218
30909,4820842
30901,2317023
30904,1977698
30901,1866721
30909,3836130
30909,4188649
30909,5152976
30002,2860121
30906,4849690
30906,4610313
30906,5419031
30906,5380055
30815,8100502
30815,11957697
30815,48767443
30012,28009343
30094,28317559
30013,14441002
30030,2440657
30281,38115115
30094,10804438
30467,185216553
30467,272354291
39845,300069562
30223,11568035
30224,31152186
30224,11127203
30577,122367088
30577,199543942
30083,2388928
31719,59152006
31719,364163382
31709,58323518
31827,281975868
30453,273686639
31006,267316168
31055,286867790
39842,61153308
31792,205616687
31792,8796150
30035,6536921
31792,160718096
31792,278077330
31794,20450735
31794,146091817
31775,103429013
30474,121009101
30474,23398275
30512,81823123
30457,278961518
30240,29443853
30087,5290522
30230,84820335
30240,3605742
30240,129228367
31714,426019520
31044,483818299
30512,67993711
30286,62798780
30286,26580454
30741,20165099
30725,24465856
30294,9026846
30707,85593690
30741,23983909
30728,210944733
30656,33715895
30052,29046538
30052,30064965
31503,348398347
31204,1343271
31501,2542897
31501,17265711
31503,339164819
30032,5372405
31082,587635090
31082,585480472
31545,58715320
31560,427720313
30411,430547729
30528,94783116
30721,135129092
30721,30139290
30721,20715615
30755,22516569
31014,155775385
30720,5834381
30721,38667851
30720,7761674
31079,301722207
30673,209262159
31042,213808239
31791,165566950
31705,4852221
31701,4844533
31705,17209409
30134,22392345
30135,8640472
36319,340965646
31326,94812676
30471,148942509
31204,3441378
30513,114496820
30269,13813653
30215,71507041
30161,15813955
30124,284724044
30028,16899525
30040,6498461
30041,6289283
30041,7701416
30521,156565150
31206,2067550
30309,471151
30313,796145
30303,1406159
30312,393131
30311,2246955
30316,3150599
30344,1118928
96825,59600141
96755,6864371
96778,63554540
96727,3277988
96734,20079387
96707,10717273
96756,3241492
96764,5498832
96768,9183943
96792,7741546
96778,5668252
96766,2302425
96791,5675141
96793,13637116
96797,3240815
96781,251395429
96734,3102850
96822,1489704
96734,3235749
96734,2867577
96734,3827214
96795,15147117
96792,17671443
96734,5973666
96754,115864522
96746,9352068
96766,15928523
96720,28714258
96756,21724506
96814,297789
96752,233843334
96714,0
96708,36902747
96768,46238544
96753,50126505
96753,2387802
96793,1309036
96732,6956425
96732,2987412
96761,3496513
96813,258798
96748,318169896
96793,111633848
96813,170554
96819,545754
96818,718729
96818,7838531
96782,1265761
96782,2070805
96706,1306332
96706,4032730
96750,41942368
96797,497144
96789,23061625
96786,3514095
96792,19841197
96717,33339298
96744,1154114
96734,25108882
96795,7762058
96752,8036809
96746,9352068
96727,298755649
96714,0
96779,27238084
96793,1309036
96761,86630346
96763,0
96720,2702028
96720,48487856
96720,30252023
96749,33863415
96749,132307853
96781,0
96777,2420509073
96750,930766841
96740,17656165
96738,523746063
96727,298755649
96778,0
96740,0
96825,2779744
96825,1659949
96821,1940426
96825,7900462
96816,2880156
96816,840892
96816,533270
96816,561184
96815,107215
96826,143947
96826,238350
96826,258416
96822,1496247
96822,1489704
96816,6183552
96822,347129
96826,123780
96814,189132
96813,1167315
96813,1328300
96817,6835304
96817,411409
96813,170554
96817,3996512
96819,475859
96816,825915
96819,201016
96819,306065
96818,482766
96818,2874618
96818,1086706
96701,6222745
96701,1101751
96701,1104786
96782,1499411
96706,1589307
96815,146044
96706,648722
96707,5082652
96797,75438086
96797,2814871
96797,1495116
96789,4811073
96789,2578881
96789,4919017
96789,23061625
96789,1355156
96826,238350
96786,1191082
96786,1457173
96792,6867783
96792,5883094
96791,90829466
96731,78235377
96744,41665885
96744,8541414
96744,1504249
83202,87748318
83254,16415308
83318,15834746
83226,39033
83232,17026033
83423,7064977
83328,2707514
83623,5069759
83334,903902
83836,1187770
83535,1807350
83540,1962867
83251,2243189
83254,6004313
83344,307866
83544,6184271
83544,2136356
83856,9197649
83221,5556239
83467,6488372
83669,16543766
83452,1458776
83672,7723524
83712,2787586
83622,4919005836
83814,89009905
83851,405836291
83843,79165392
83843,59704691
83535,595408041
83464,5444986740
83349,3111594425
83440,963438
83440,178357389
83350,1460627534
83428,3696063751
83524,1060768736
83501,2264527
83501,770216313
83501,2932541
83628,117363851
83655,596517729
83655,234533728
83846,6261527680
83837,187305442
83452,1164084061
83404,2506596
83316,10674452
83301,109214284
83301,5133452
83301,2214343
83341,140802283
83638,1308177761
97907,855565947
83402,772664814
83686,2614088
83687,91817395
83660,196329177
83318,56168353
83648,25667320
83355,424492739
83706,3314538
83335,968310464
83877,10593861
83815,3914647
83843,44966976
83536,63256837
83347,316598481
83501,6539882
83661,31692525
83316,380932364
83341,140802283
83709,5246595
83720,4141830
83703,2042789
83703,3094233
83702,2094031
83706,2360702
83706,2598606
83704,2134147
83705,2556250
83705,3596897
83709,9167353
83713,4932496
83704,5916803
83704,4494716
83713,4932496
83714,6515589
83642,4600908
83646,7655855
83634,99192440
83612,2517446011
83202,23058143
83201,1520224
83646,22439673
83201,2875280
83201,7589888
83204,6486564
83204,267908521
83851,951077312
83274,100426701
83221,2792961734
83221,85580372
83320,4267369268
83622,4919005836
83654,1012869260
83864,595877531
83864,320337684
83856,320470013
83428,3696063751
83427,35867184
83401,3009803
83401,1498247
83404,4903553
83402,6101838
83402,5595434
83201,1520224
83805,939185319
83651,1201554
83687,16188715
83686,2548689
83687,23212302
83651,20726617
83605,4681744
83605,8725694
83656,113895231
83686,370232697
83204,14066271
83276,2936721178
83336,6600703
83423,4567262180
83544,6092754903
83647,5354921760
83648,1007022290
83263,455342589
83445,201402489
83657,1258614628
83330,1463539264
83236,1233204799
83355,424492739
83530,1611127514
83434,151165873
83443,156893141
83338,3042632
83801,401574989
83854,105422757
83877,5545939
83835,7073242
83814,2587961
62271,2727619
60102,31735947
60803,16900206
62906,9202887
61317,1021570
61912,2166435
62311,1852264
61520,3340654
62218,1044524
62312,1213688
61883,1122932
61813,2093844
62010,19479883
60406,10544151
62544,2631259
62230,6911964
60513,7933364
60968,873946
60459,10799729
61010,9256377
62918,3530132
61012,2006833
60110,20445861
62931,967547
61014,806577
60922,3072950
60608,588808396
60924,1804942
60416,13600378
62234,37958638
61729,2497489
61201,4219552
61610,11037582
61018,743422
61832,46569038
60015,14394424
60016,37150630
60419,11830705
62888,2778801
60518,3111751
60429,2031301
60119,8089806
62693,3762453
61738,5562837
61250,3737160
60441,3552298
61531,3743235
61740,1492949
60130,6220351
60423,38988258
61252,5940712
61938,1053451
61847,1167265
60022,9631226
62837,196654
61325,1195599
62844,5515517
52601,3874801
61536,2887792
62643,358175
62278,575540
62674,946103
60162,8241122
60042,2455036
61759,1296523
60142,37192289
60192,16923972
62849,2036264
62850,548270
62047,2641260
62863,663091
60047,11290122
61448,6082143
60002,2358990
61024,5328958
62339,605667
62704,1617942
61753,5307168
60541,4671268
62330,2698312
61334,2905879
60534,5661194
62859,6768652
61337,711764
61607,2417457
61756,4617362
61263,1012721
62063,982096
62960,15369718
60541,1781004
60447,24376851
60538,24163225
62964,3126828
62548,2930959
60060,24731847
62366,1123088
61272,2416436
61109,3729288
61761,48304749
61412,586068
62675,644508
62557,921528
62275,392810
62872,1366726
60543,38583127
60465,10997855
62476,2135941
61062,1654873
62362,990115
60140,9518659
62366,2032898
60013,2940619
61356,20819091
60470,2588339
61279,962024
62353,980748
62454,12266445
61201,43664574
60172,14069419
60073,5356128
62824,644531
62832,1878792
61734,1296084
60193,49947601
61360,16995650
60551,5164921
62467,725250
60552,6268388
62087,3949916
61362,19081841
62465,1550525
61741,1334920
62466,3554160
62049,2601517
62890,5259741
62468,2361816
61568,2444133
60449,27902905
60046,4569028
62995,7346918
62533,682085
62573,1785032
60970,7973329
60942,711333
62565,221645
60189,29257793
62693,3265220
62694,2923185
60191,12243024
62097,1829179
60098,87568835
60050,31641358
60050,3917698
60051,4355560
60014,20694465
60042,6469847
60098,5435617
60156,19867405
60156,5035370
60077,2740273
60014,2659009
60156,3165344
60013,7047496
60021,5237053
60021,22544629
60180,213520495
61761,2934972
61761,2140452
61761,1510860
61704,2341425
60077,2013731
61701,748490
61701,1141375
61704,10428593
61732,220152418
61752,45491272
61753,445228933
61701,3516975
62521,2424495
62522,1212594
62521,2060938
60201,940549
62526,6382267
62526,3277616
62521,4595894
62521,27247933
62573,338894887
62526,8777397
62501,235827305
62674,437341715
62626,13299231
62014,179148635
60202,1323074
62033,16833317
62088,7456661
62040,2130096
62060,2507704
62040,3607090
62040,5170012
62095,3861699
62024,5268251
62010,7620578
62084,10866495
60706,1793870
62002,4338848
62002,1284272
62035,44310302
62025,69605168
62025,6769551
62034,9662336
62234,3439179
62294,24229452
62234,30671957
62061,183567310
60131,3997112
62001,300839083
62854,398948318
62881,95593416
62849,384098088
62801,8690037
62801,8500147
61565,381640073
62644,241065818
62664,523241696
62960,5571945
60302,1040870
62642,408735722
62675,349261894
61260,621963643
61486,496193138
62295,164823017
62075,284337917
62056,7578903
62017,378311469
62650,6358098
62650,2763999
60302,1117349
62650,18145677
61951,398192947
61951,6725723
61054,126332935
60113,100484176
61061,21536045
61064,278623138
61605,971327
61605,2190065
61606,1328468
60804,374768
61604,2923382
62557,3305101
61603,2029092
61604,3065994
61614,4485503
61614,6133197
61615,35620357
61523,155814744
61536,69823930
61604,3234365
61607,20871977
60402,825815
61533,139675154
62274,412721384
62274,370172240
61884,434671494
61813,298956464
62362,598566790
62363,29838816
62938,333473391
61326,122206163
62286,29398930
60546,3261830
62278,86843686
62288,63150740
62450,410475656
62450,505411660
61239,28441192
61244,29518893
61244,3537107
61265,3869856
61265,1673199
61265,1595417
60160,1029660
61201,2097335
61201,3216988
61201,1077806
61281,130612261
61264,10343966
62204,2964356
62207,2272640
62203,2087712
62226,3230024
62226,3350765
60153,733391
62221,3445546
62205,11417529
62206,18592377
62206,6501300
62203,8803901
62223,64944464
62226,3848389
62221,11940106
62221,6113441
62232,7629951
60162,6815658
62269,9258321
62285,119543914
62282,351881575
62258,73560735
62269,9770535
62930,9028757
62935,217028678
62946,4549423
62702,31715794
62702,4925954
60513,1029221
62702,2157695
62702,6668050
62702,2475213
62704,1532297
62703,3003540
62704,6419094
62704,1502222
62703,5305319
62703,6755205
62704,6129562
60525,3054183
62629,11497552
62558,182065509
62670,548159984
62711,82915253
62561,29058079
62563,93627548
62681,764019512
62694,332160017
62565,17669205
62465,429990385
60458,1586072
61483,337325257
61060,245362970
61032,158669999
61032,4368683
61032,11966635
61032,6572843
61611,12930478
61554,6914694
61554,2487756
61571,40031691
60406,2943101
61550,36187129
61568,174225972
61534,339181584
61571,24116478
62912,294038268
62906,27818890
61832,2002957
61832,11704406
60963,500763940
61865,582574674
60453,1861189
61834,16912446
62839,281231412
61876,469970912
61834,16245938
62863,9383687
61473,553450434
61462,14323278
62803,423331523
62263,29369133
62850,677642477
62837,19784878
60453,1298804
62821,11627007
62821,446008435
61270,58847290
61250,352599456
61081,49013071
61081,3886102
61071,9984421
61071,18386667
60440,1307881
60440,1375026
60803,2004696
60440,1288790
60565,7374049
60440,14903300
60564,2776629
60564,2928323
60564,5152621
60564,16380002
60544,12104382
60435,6062362
60586,4560793
60457,1949666
60446,2822464
60441,2974038
60403,2263072
60491,11066026
60441,7697077
60451,4346267
60451,15472751
60432,6071773
60435,1927081
60435,1041088
60439,22816186
60435,862626
60432,3362869
60433,1023135
60435,949168
60433,8268164
60431,2581915
60404,7719986
60410,7110170
60481,60089635
60423,94967902
60462,8013258
60423,5425389
60448,7178011
60449,63249480
60475,2023936
60417,20345119
60401,115805205
60481,66690497
62948,63822365
62948,42631245
62948,44576681
60452,2703718
62959,422488711
62959,3339535
62959,251969892
61115,1896177
61111,2968125
61107,2630112
61108,3916333
61107,4033174
61114,5207127
61108,11461731
60452,2367741
61107,1265500
61104,948524
61108,3543622
61108,1477556
61109,2444011
61102,12880535
61102,2150344
61102,1375428
61103,1663205
61101,2274467
60633,4801269
61101,4141302
61103,1488862
61109,14003823
61102,65124684
61115,15976821
61115,4324043
61073,13005934
61072,11154087
61088,169784547
61760,187658940
60473,1557571
61548,44506863
61729,191124808
60426,1457387
61931,391812736
60473,1503996
60429,3859035
60411,1629732
60411,1605835
60471,3813902
60640,336529
60625,1903565
60607,1312112
60621,657991
60609,647443
61938,7829664
60624,164712
60612,246251
60609,1153324
60608,625407
60610,1482514
60608,584249
